n,has_partitions,p,q,j,k
9059,True,2,8803,8,1
9059,True,2,9043,4,1
9091,True,2,8963,7,1
9091,True,2,7043,11,1
9091,True,2,9059,5,1
9067,True,2,9059,3,1
9067,True,2,7019,11,1
9103,True,2,911,13,1
9127,True,2,8999,7,1
9127,True,2,7079,11,1
9109,True,2,8597,9,1
9133,True,2,941,13,1
9137,True,2,9133,2,1
9137,True,2,71,12,2
9151,True,2,7103,11,1
9157,True,2,9029,7,1
9157,True,2,7109,11,1
9173,True,2,9157,4,1
9173,True,2,9109,6,1
9173,True,2,5077,12,1
9161,True,2,9157,2,1
9181,True,2,8669,9,1
9181,True,2,9173,3,1
9199,True,2,7151,11,1
9187,True,2,9059,7,1
9203,True,2,5107,12,1
9203,True,2,8179,10,1
9203,True,2,9187,4,1
9203,True,2,9199,2,1
9209,True,2,5113,12,1
9221,True,2,9157,6,1
9241,True,2,9209,5,1
9241,True,2,9239,1,1
9241,True,2,1049,13,1
9241,True,2,7193,11,1
9227,True,2,8971,8,1
9239,False,,,,
9257,True,2,9241,4,1
9257,True,2,8233,10,1
9257,True,2,9001,8,1
9277,True,2,7229,11,1
9293,True,2,5197,12,1
9293,True,2,9277,4,1
9293,True,2,8269,10,1
9281,True,2,9277,2,1
9283,True,2,1091,13,1
9283,True,2,9281,1,1
9311,True,2,8287,10,1
9319,True,2,9311,3,1
9319,True,2,8807,9,1
9323,True,2,9067,8,1
9323,True,2,9319,2,1
9323,True,2,5227,12,1
9337,True,2,9209,7,1
9341,True,2,8317,10,1
9341,True,2,9337,2,1
9341,True,2,9277,6,1
9343,True,2,9341,1,1
9343,True,2,1151,13,1
9343,True,2,9311,5,1
9343,True,2,8831,9,1
9349,True,2,9221,7,1
9349,True,2,8837,9,1
9349,True,2,9341,3,1
9391,False,,,,
9371,False,,,,
9377,True,2,8353,10,1
9377,True,2,5281,12,1
9397,True,2,7349,11,1
9403,True,2,9371,5,1
9419,True,2,9403,4,1
9419,True,2,5323,12,1
9413,True,2,9397,4,1
9413,True,2,9157,8,1
9413,True,2,8389,10,1
9413,True,2,97,2,2
9413,True,2,9349,6,1
9421,True,2,9293,7,1
9421,True,2,9419,1,1
9421,True,2,9413,3,1
9421,True,2,1229,13,1
9431,False,,,,
9433,True,2,9431,1,1
9437,True,2,9421,4,1
9437,True,2,9433,2,1
9437,True,2,9181,8,1
9461,True,2,9397,6,1
9439,True,2,9311,7,1
9439,True,2,9431,3,1
9439,True,2,9437,1,1
9463,True,2,8951,9,1
9463,True,2,9431,5,1
9463,True,2,9461,1,1
9473,True,2,97,6,2
9479,True,2,9463,4,1
9467,True,2,9403,6,1
9467,True,2,9463,2,1
9467,True,2,8443,10,1
9491,True,2,8467,10,1
9497,True,2,9433,6,1
9497,True,2,9241,8,1
9511,True,2,1319,13,1
9511,True,2,9479,5,1
9511,True,2,8999,9,1
9521,False,,,,
9533,True,2,5437,12,1
9533,True,2,9277,8,1
9539,True,2,9283,8,1
9539,True,2,5443,12,1
9587,True,2,8563,10,1
9547,True,2,9419,7,1
9547,True,2,7499,11,1
9547,True,2,9539,3,1
9601,True,2,1409,13,1
9601,True,2,9473,7,1
9551,True,2,8527,10,1
9551,True,2,9547,2,1
9613,False,,,,
9619,True,2,9587,5,1
9619,True,2,1427,13,1
9619,True,2,9491,7,1
9623,True,2,8599,10,1
9623,True,2,5527,12,1
9623,True,2,9619,2,1
9631,True,2,9623,3,1
9631,True,2,9629,1,1
9631,True,2,1439,13,1
9631,True,2,7583,11,1
9629,True,2,9613,4,1
9643,True,2,1451,13,1
9649,True,2,9521,7,1
9649,True,2,9137,9,1
9661,True,2,9533,7,1
9661,True,2,9629,5,1
9679,True,2,9677,1,1
9679,True,2,1487,13,1
9679,True,2,9551,7,1
9677,True,2,9661,4,1
9677,True,2,5581,12,1
9677,True,2,9613,6,1
9677,True,2,9421,8,1
9689,True,2,9433,8,1
9719,True,2,9463,8,1
9719,True,2,5623,12,1
9697,True,2,7649,11,1
9697,True,2,9689,3,1
9721,True,2,9719,1,1
9721,True,2,9209,9,1
9721,True,2,9689,5,1
9721,True,2,7673,11,1
9733,True,2,9221,9,1
9739,True,2,9227,9,1
9739,True,2,7691,11,1
9767,True,2,9511,8,1
9743,True,2,9679,6,1
9743,True,2,5647,12,1
9743,True,2,8719,10,1
9743,True,2,9739,2,1
9749,True,2,5653,12,1
9749,True,2,9733,4,1
9769,True,2,9257,9,1
9769,True,2,9767,1,1
9781,True,2,9749,5,1
9803,True,2,9547,8,1
9803,True,2,8779,10,1
9803,True,2,9787,4,1
9803,True,2,9739,6,1
9791,True,2,9787,2,1
9811,True,2,9803,3,1
9811,True,2,1619,13,1
9787,False,,,,
9817,True,2,9689,7,1
9829,True,2,1637,13,1
9833,True,2,5737,12,1
9833,True,2,9829,2,1
9833,True,2,9817,4,1
9833,True,2,9769,6,1
9839,True,2,5743,12,1
9851,True,2,9787,6,1
9859,True,2,9857,1,1
9859,True,2,9851,3,1
9859,True,2,1667,13,1
9857,True,2,9601,8,1
9871,True,2,9743,7,1
9871,True,2,7823,11,1
9871,True,2,9839,5,1
9883,True,2,9851,5,1
9883,True,2,9371,9,1
9887,True,2,8863,10,1
9887,True,2,5791,12,1
9887,True,2,9883,2,1
9887,True,2,9631,8,1
9887,True,2,9871,4,1
9901,True,2,7853,11,1
9901,True,2,1709,13,1
9923,True,2,9859,6,1
9923,True,2,5827,12,1
9923,True,2,9907,4,1
9929,False,,,,
9907,False,,,,
9931,True,2,9419,9,1
9931,True,2,9803,7,1
9931,True,2,9929,1,1
9931,True,2,7883,11,1
9931,True,2,9923,3,1
9949,True,2,7901,11,1
9949,True,2,9437,9,1
9949,True,2,9941,3,1
9941,False,,,,
9967,True,2,7919,11,1
9967,True,2,9839,7,1
9973,True,2,9941,5,1
9973,True,2,9461,9,1
10007,False,,,,
10009,True,2,10007,1,1
10009,True,2,9497,9,1
10037,True,2,9013,10,1
10037,True,2,9973,6,1
10037,True,2,9781,8,1
10061,False,,,,
10039,True,2,1847,13,1
10039,True,2,10007,5,1
10039,True,2,10037,1,1
10067,True,2,9811,8,1
10067,True,2,9043,10,1
10079,False,,,,
10091,True,2,9067,10,1
10069,True,2,1877,13,1
10069,True,2,10037,5,1
10069,True,2,10067,1,1
10069,True,2,9941,7,1
10069,True,2,10061,3,1
10093,True,2,10091,1,1
10093,True,2,10061,5,1
10093,True,2,1901,13,1
10099,True,2,1907,13,1
10099,True,2,10091,3,1
10099,True,2,10067,5,1
10099,True,2,9587,9,1
10111,True,2,10079,5,1
10111,True,2,10103,3,1
10103,True,2,6007,12,1
10103,True,2,10039,6,1
10103,True,2,10099,2,1
10133,True,2,9109,10,1
10133,True,2,10069,6,1
10133,True,2,6037,12,1
10139,True,2,9883,8,1
10139,True,2,6043,12,1
10141,True,2,9629,9,1
10141,True,2,8093,11,1
10141,True,2,10133,3,1
10141,True,2,1949,13,1
10141,True,2,10139,1,1
10159,True,2,10151,3,1
10159,True,2,8111,11,1
10151,True,2,9127,10,1
10163,True,2,9907,8,1
10163,True,2,10099,6,1
10163,True,2,6067,12,1
10163,True,2,10159,2,1
10169,True,2,6073,12,1
10181,True,2,9157,10,1
10181,True,2,10177,2,1
10193,True,2,10177,4,1
10177,True,2,10169,3,1
10243,True,2,10211,5,1
10247,True,2,6151,12,1
10247,True,2,10243,2,1
10211,True,2,9187,10,1
10223,True,2,9967,8,1
10223,True,2,10159,6,1
10223,True,2,9199,10,1
10259,True,2,10243,4,1
10259,True,2,6163,12,1
10271,True,2,10267,2,1
10253,False,,,,
10267,True,2,10139,7,1
10267,True,2,10259,3,1
10267,True,2,8219,11,1
10273,True,2,10271,1,1
10273,True,2,2081,13,1
10289,True,2,10273,4,1
10301,True,2,9277,10,1
10303,True,2,10301,1,1
10303,True,2,9791,9,1
10303,True,2,10271,5,1
10303,True,2,2111,13,1
10313,True,2,6217,12,1
10321,True,2,10289,5,1
10321,True,2,10193,7,1
10321,True,2,10313,3,1
10321,True,2,2129,13,1
10321,True,2,8273,11,1
10331,True,2,10267,6,1
10333,True,2,10301,5,1
10333,True,2,10331,1,1
10333,True,2,2141,13,1
10337,True,2,10321,4,1
10337,True,2,10333,2,1
10337,True,2,79,12,2
10337,True,2,10273,6,1
10343,True,2,6247,12,1
10343,True,2,9319,10,1
10357,False,,,,
10391,False,,,,
10369,True,2,10337,5,1
10369,True,2,9857,9,1
10399,True,2,10391,3,1
10399,True,2,10271,7,1
10399,True,2,2207,13,1
10399,True,2,9887,9,1
10429,True,2,10427,1,1
10429,True,2,2237,13,1
10429,True,2,10301,7,1
10427,True,2,9403,10,1
10433,True,2,97,10,2
10433,True,2,10429,2,1
10433,True,2,10369,6,1
10433,True,2,10177,8,1
10433,True,2,6337,12,1
10453,True,2,9941,9,1
10457,True,2,10453,2,1
10457,True,2,9433,10,1
10457,True,2,101,8,2
10457,True,2,6361,12,1
10463,True,2,10399,6,1
10463,True,2,9439,10,1
10463,True,2,6367,12,1
10463,True,2,10459,2,1
10459,True,2,10331,7,1
10459,True,2,10457,1,1
10459,True,2,10427,5,1
10459,True,2,2267,13,1
10487,True,2,9463,10,1
10477,True,2,8429,11,1
10499,True,2,10243,8,1
10501,True,2,10499,1,1
10501,True,2,2309,13,1
10513,False,,,,
10529,True,2,10513,4,1
10529,True,2,10273,8,1
10531,True,2,10529,1,1
10531,True,2,10499,5,1
10531,True,2,2339,13,1
10567,True,2,10559,3,1
10559,True,2,10303,8,1
10589,True,2,10333,8,1
10597,True,2,10589,3,1
10601,True,2,10597,2,1
10613,True,2,103,2,2
10613,True,2,10357,8,1
10613,True,2,10597,4,1
10607,False,,,,
10627,True,2,10499,7,1
10631,True,2,10567,6,1
10631,True,2,10627,2,1
10639,True,2,2447,13,1
10639,True,2,10607,5,1
10639,True,2,10631,3,1
10651,True,2,10139,9,1
10651,True,2,2459,13,1
10657,True,2,8609,11,1
10657,True,2,10529,7,1
10657,True,2,3,12,8
10663,True,2,10631,5,1
10663,True,2,10151,9,1
10667,True,2,6571,12,1
10667,True,2,10663,2,1
10667,True,2,9643,10,1
10667,True,2,10651,4,1
10711,True,2,8663,11,1
10711,True,2,10709,1,1
10687,True,2,10559,7,1
10709,True,2,10453,8,1
10691,True,2,10687,2,1
10691,True,2,10627,6,1
10723,True,2,10211,9,1
10723,True,2,2531,13,1
10723,True,2,10691,5,1
10733,True,2,10729,2,1
10733,True,2,10477,8,1
10733,True,2,6637,12,1
10729,True,2,10601,7,1
10729,True,2,8681,11,1
10739,True,2,10723,4,1
10753,False,,,,
10771,True,2,2579,13,1
10771,True,2,10259,9,1
10771,True,2,10739,5,1
10781,False,,,,
10789,True,2,10781,3,1
10789,True,2,8741,11,1
10799,True,2,6703,12,1
10831,True,2,8783,11,1
10831,True,2,10799,5,1
10847,True,2,10831,4,1
10837,True,2,10709,7,1
10853,True,2,9829,10,1
10853,True,2,10789,6,1
10853,True,2,10597,8,1
10853,True,2,10837,4,1
10859,True,2,6763,12,1
10883,True,2,10867,4,1
10883,True,2,9859,10,1
10883,True,2,10627,8,1
10861,True,2,10733,7,1
10861,True,2,10859,1,1
10861,True,2,10853,3,1
10867,True,2,10739,7,1
10867,True,2,10859,3,1
10867,True,2,8819,11,1
10889,True,2,6793,12,1
10891,True,2,10883,3,1
10891,True,2,10889,1,1
10891,True,2,10859,5,1
10891,True,2,2699,13,1
10903,True,2,2711,13,1
10903,True,2,10391,9,1
10909,True,2,10781,7,1
10909,True,2,8861,11,1
10937,True,2,6841,12,1
10939,True,2,10427,9,1
10939,True,2,10937,1,1
10949,False,,,,
10957,True,2,10949,3,1
10979,True,2,10723,8,1
10979,True,2,6883,12,1
10973,True,2,10909,6,1
10973,True,2,10957,4,1
10973,True,2,9949,10,1
10987,True,2,10859,7,1
10987,True,2,10979,3,1
11003,True,2,10939,6,1
11003,True,2,10987,4,1
11003,True,2,6907,12,1
10993,True,2,2801,13,1
11027,True,2,10771,8,1
11047,True,2,8999,11,1
11057,True,2,10993,6,1
11057,True,2,6961,12,1
11059,True,2,11057,1,1
11059,True,2,9011,11,1
11059,True,2,11027,5,1
11069,False,,,,
11083,False,,,,
11071,True,2,11069,1,1
11071,True,2,10559,9,1
11071,True,2,2879,13,1
11093,True,2,6997,12,1
11093,True,2,10069,10,1
11093,True,2,10837,8,1
11087,True,2,11071,4,1
11087,True,2,10831,8,1
11087,True,2,11083,2,1
11087,True,2,6991,12,1
11113,True,2,10601,9,1
11117,True,2,11113,2,1
11117,True,2,10861,8,1
11117,True,2,10093,10,1
11119,True,2,2927,13,1
11119,True,2,11117,1,1
11119,True,2,10607,9,1
11119,True,2,11087,5,1
11131,True,2,2939,13,1
11131,True,2,11003,7,1
11149,True,2,11117,5,1
11149,True,2,2957,13,1
11159,True,2,10903,8,1
11173,True,2,11171,1,1
11171,False,,,,
11161,True,2,11159,1,1
11161,True,2,2969,13,1
11177,True,2,11173,2,1
11177,True,2,11113,6,1
11177,True,2,11161,4,1
11197,True,2,11069,7,1
11239,False,,,,
11243,True,2,10987,8,1
11243,True,2,11239,2,1
11213,True,2,11149,6,1
11213,True,2,10957,8,1
11213,True,2,11197,4,1
11251,True,2,11243,3,1
11251,True,2,9203,11,1
11251,True,2,10739,9,1
11257,True,2,9209,11,1
11279,False,,,,
11261,True,2,11257,2,1
11261,True,2,11197,6,1
11273,True,2,7177,12,1
11273,True,2,11257,4,1
11287,True,2,11159,7,1
11287,True,2,11279,3,1
11287,True,2,9239,11,1
11299,True,2,11171,7,1
11311,True,2,3119,13,1
11311,True,2,10799,9,1
11311,True,2,11279,5,1
11317,True,2,5,13,5
11321,True,2,11317,2,1
11321,True,2,11257,6,1
11329,True,2,3137,13,1
11329,True,2,9281,11,1
11329,True,2,11321,3,1
11353,True,2,11351,1,1
11353,True,2,11321,5,1
11351,True,2,11287,6,1
11369,True,2,11353,4,1
11369,True,2,11113,8,1
11383,True,2,3191,13,1
11383,True,2,11351,5,1
11393,True,2,7297,12,1
11393,True,2,10369,10,1
11393,True,2,11329,6,1
11411,False,,,,
11423,True,2,10399,10,1
11399,True,2,11383,4,1
11437,False,,,,
11443,True,2,3251,13,1
11443,True,2,11411,5,1
11447,True,2,11443,2,1
11447,True,2,11383,6,1
11447,True,2,7351,12,1
11467,True,2,9419,11,1
11471,True,2,11467,2,1
11483,True,2,11467,4,1
11483,True,2,10459,10,1
11489,True,2,7393,12,1
11491,True,2,11483,3,1
11491,True,2,3299,13,1
11491,True,2,10979,9,1
11491,True,2,11489,1,1
11503,True,2,11471,5,1
11497,True,2,11489,3,1
11497,True,2,11369,7,1
11519,True,2,11503,4,1
11549,False,,,,
11527,True,2,11399,7,1
11527,True,2,9479,11,1
11527,True,2,11519,3,1
11551,True,2,11519,5,1
11551,True,2,11549,1,1
11551,True,2,3359,13,1
11551,True,2,11423,7,1
11579,False,,,,
11587,True,2,9539,11,1
11587,True,2,11579,3,1
11593,False,,,,
11617,True,2,11489,7,1
11597,True,2,11593,2,1
11621,True,2,10597,10,1
11621,True,2,11617,2,1
11657,True,2,11593,6,1
11657,True,2,7561,12,1
11677,True,2,9629,11,1
11677,True,2,11549,7,1
11633,True,2,11617,4,1
11633,True,2,7537,12,1
11633,True,2,103,10,2
11681,True,2,11617,6,1
11681,True,2,11677,2,1
11681,True,2,10657,10,1
11689,True,2,11657,5,1
11689,True,2,11177,9,1
11689,True,2,11681,3,1
11699,True,2,11443,8,1
11699,True,2,7603,12,1
11701,True,2,11699,1,1
11717,True,2,7621,12,1
11717,True,2,11701,4,1
11719,True,2,11717,1,1
11719,True,2,3527,13,1
11731,True,2,3539,13,1
11731,True,2,11699,5,1
11777,True,2,10753,10,1
11777,True,2,7681,12,1
11779,True,2,11777,1,1
11743,False,,,,
11783,True,2,11527,8,1
11783,True,2,7687,12,1
11783,True,2,11779,2,1
11783,True,2,11719,6,1
11801,False,,,,
11789,False,,,,
11807,True,2,11551,8,1
11807,True,2,11743,6,1
11813,True,2,7717,12,1
11813,True,2,10789,10,1
11821,True,2,11813,3,1
11821,True,2,11789,5,1
11827,True,2,11699,7,1
11831,True,2,11827,2,1
11833,True,2,11801,5,1
11833,True,2,11831,1,1
11833,True,2,11321,9,1
11839,True,2,11831,3,1
11839,True,2,9791,11,1
11839,True,2,11807,5,1
11863,True,2,3671,13,1
11863,True,2,11351,9,1
11863,True,2,11831,5,1
11867,True,2,11863,2,1
11887,True,2,9839,11,1
11897,True,2,109,4,2
11897,True,2,11833,6,1
11903,True,2,11839,6,1
11903,True,2,11887,4,1
11909,False,,,,
11927,True,2,10903,10,1
11927,True,2,11923,2,1
11927,True,2,11863,6,1
11923,True,2,11411,9,1
11933,True,2,10909,10,1
11933,True,2,11677,8,1
11939,True,2,11923,4,1
11941,True,2,11909,5,1
11941,True,2,11813,7,1
11941,True,2,11933,3,1
11941,True,2,11939,1,1
11953,True,2,3761,13,1
11959,True,2,11831,7,1
11959,True,2,11927,5,1
11959,True,2,11447,9,1
11959,True,2,3767,13,1
11971,True,2,9923,11,1
11971,True,2,11969,1,1
11971,True,2,11939,5,1
11971,True,2,3779,13,1
11969,True,2,11953,4,1
11969,True,2,7873,12,1
11981,True,2,10957,10,1
11987,True,2,11731,8,1
11987,True,2,11971,4,1
11987,True,2,11923,6,1
12007,False,,,,
12041,True,2,12037,2,1
12011,True,2,12007,2,1
12011,True,2,10987,10,1
12037,True,2,11909,7,1
12049,True,2,12041,3,1
12043,True,2,12041,1,1
12043,True,2,12011,5,1
12043,True,2,3851,13,1
12071,True,2,12007,6,1
12071,True,2,11047,10,1
12073,True,2,12071,1,1
12073,True,2,12041,5,1
12073,True,2,3881,13,1
12097,True,2,11969,7,1
12101,True,2,12037,6,1
12101,True,2,12097,2,1
12107,True,2,8011,12,1
12107,True,2,11083,10,1
12107,True,2,12043,6,1
12109,True,2,11981,7,1
12109,True,2,12101,3,1
12109,True,2,10061,11,1
12109,True,2,11597,9,1
12109,True,2,12107,1,1
12109,True,2,3917,13,1
12113,True,2,12109,2,1
12113,True,2,8017,12,1
12113,True,2,12097,4,1
12113,True,2,12049,6,1
12119,True,2,11863,8,1
12149,True,2,8053,12,1
12143,True,2,11887,8,1
12143,True,2,11119,10,1
12161,True,2,12157,2,1
12161,True,2,12097,6,1
12157,True,2,12149,3,1
12163,True,2,12161,1,1
12203,False,,,,
12211,True,2,12203,3,1
12211,True,2,10163,11,1
12211,True,2,11699,9,1
12211,True,2,4019,13,1
12197,True,2,11941,8,1
12197,True,2,11173,10,1
12197,True,2,8101,12,1
12239,False,,,,
12227,True,2,12211,4,1
12227,True,2,12163,6,1
12227,True,2,11971,8,1
12241,True,2,12239,1,1
12241,True,2,4049,13,1
12241,True,2,12113,7,1
12241,True,2,10193,11,1
12251,False,,,,
12253,True,2,12251,1,1
12263,True,2,8167,12,1
12263,True,2,11239,10,1
12263,True,2,12007,8,1
12269,True,2,12253,4,1
12277,True,2,12149,7,1
12277,True,2,12269,3,1
12281,True,2,11257,10,1
12281,True,2,12277,2,1
12289,True,2,11777,9,1
12289,True,2,12281,3,1
12289,True,2,12161,7,1
12301,True,2,12269,5,1
12301,True,2,11789,9,1
12301,True,2,10253,11,1
12329,True,2,8233,12,1
12329,True,2,12073,8,1
12323,True,2,11299,10,1
12343,True,2,11831,9,1
12347,True,2,12343,2,1
12373,False,,,,
12377,True,2,12373,2,1
12377,True,2,11353,10,1
12391,True,2,10343,11,1
12391,True,2,12263,7,1
12401,False,,,,
12379,True,2,12251,7,1
12379,True,2,10331,11,1
12379,True,2,12347,5,1
12379,True,2,11867,9,1
12379,True,2,12377,1,1
12409,True,2,12401,3,1
12409,True,2,12281,7,1
12409,True,2,4217,13,1
12409,True,2,11897,9,1
12409,True,2,12377,5,1
12413,True,2,12409,2,1
12413,True,2,12157,8,1
12413,True,2,8317,12,1
12421,True,2,11909,9,1
12421,True,2,4229,13,1
12421,True,2,12413,3,1
12433,True,2,12401,5,1
12433,True,2,4241,13,1
12451,True,2,12323,7,1
12451,True,2,11939,9,1
12451,True,2,4259,13,1
12437,True,2,12433,2,1
12437,True,2,12421,4,1
12437,True,2,12373,6,1
12457,True,2,12329,7,1
12479,False,,,,
12473,True,2,12409,6,1
12473,True,2,107,10,2
12473,True,2,8377,12,1
12473,True,2,12457,4,1
12487,True,2,12479,3,1
12491,True,2,11467,10,1
12491,True,2,12487,2,1
12497,True,2,12241,8,1
12497,True,2,12433,6,1
12517,False,,,,
12511,True,2,12503,3,1
12511,True,2,12479,5,1
12511,True,2,10463,11,1
12527,True,2,12511,4,1
12527,True,2,11503,10,1
12527,True,2,8431,12,1
12503,True,2,12487,4,1
12539,True,2,8443,12,1
12541,True,2,12539,1,1
12541,True,2,4349,13,1
12541,True,2,12413,7,1
12547,True,2,10499,11,1
12547,True,2,12539,3,1
12569,True,2,12553,4,1
12553,True,2,12041,9,1
12577,True,2,12569,3,1
12577,True,2,10529,11,1
12583,True,2,12071,9,1
12583,True,2,4391,13,1
12589,True,2,4397,13,1
12611,True,2,12547,6,1
12611,True,2,11587,10,1
12613,True,2,12611,1,1
12613,True,2,12101,9,1
12613,True,2,4421,13,1
12601,True,2,12569,5,1
12601,True,2,4409,13,1
12601,True,2,12473,7,1
12619,True,2,12107,9,1
12619,True,2,12491,7,1
12619,True,2,12611,3,1
12641,True,2,12637,2,1
12641,True,2,11617,10,1
12641,True,2,12577,6,1
12637,True,2,10589,11,1
12653,True,2,12637,4,1
12653,True,2,12589,6,1
12647,True,2,12583,6,1
12647,True,2,12391,8,1
12659,True,2,8563,12,1
12671,False,,,,
12689,True,2,12433,8,1
12697,True,2,12689,3,1
12697,True,2,12569,7,1
12703,True,2,12671,5,1
12713,True,2,11689,10,1
12713,True,2,12697,4,1
12713,True,2,12457,8,1
12721,True,2,12713,3,1
12721,True,2,12689,5,1
12739,True,2,12611,7,1
12739,True,2,10691,11,1
12739,True,2,12227,9,1
12739,True,2,4547,13,1
12743,True,2,12739,2,1
12743,True,2,12487,8,1
12743,True,2,8647,12,1
12743,True,2,11719,10,1
12757,True,2,10709,11,1
12763,True,2,12251,9,1
12791,False,,,,
12781,True,2,12653,7,1
12781,True,2,12269,9,1
12781,True,2,10733,11,1
12809,True,2,8713,12,1
12809,True,2,12553,8,1
12821,True,2,12757,6,1
12799,True,2,12671,7,1
12799,True,2,12791,3,1
12823,True,2,12791,5,1
12823,True,2,12821,1,1
12829,True,2,12821,3,1
12829,True,2,4637,13,1
12829,True,2,10781,11,1
12841,True,2,12713,7,1
12841,True,2,12809,5,1
12841,True,2,12329,9,1
12841,True,2,4649,13,1
12853,True,2,12821,5,1
12889,True,2,12377,9,1
12893,True,2,12889,2,1
12893,True,2,12637,8,1
12893,True,2,12829,6,1
12899,True,2,8803,12,1
12911,True,2,12907,2,1
12911,True,2,11887,10,1
12917,True,2,12853,6,1
12917,True,2,8821,12,1
12919,True,2,12917,1,1
12919,True,2,12791,7,1
12919,True,2,12911,3,1
12907,True,2,12899,3,1
12907,True,2,10859,11,1
12941,False,,,,
12953,True,2,12697,8,1
12953,True,2,12889,6,1
12923,True,2,12907,4,1
12923,True,2,12919,2,1
12959,True,2,12703,8,1
12959,True,2,8863,12,1
12967,True,2,12959,3,1
12973,True,2,12941,5,1
12979,True,2,4787,13,1
12983,True,2,11959,10,1
12983,True,2,12919,6,1
12983,True,2,8887,12,1
12983,True,2,12967,4,1
12983,True,2,12979,2,1
13001,False,,,,
13003,True,2,12491,9,1
13003,True,2,13001,1,1
13009,True,2,12497,9,1
13009,True,2,13007,1,1
13009,True,2,13001,3,1
13009,True,2,4817,13,1
13007,True,2,13003,2,1
13037,True,2,8941,12,1
13037,True,2,13033,2,1
13037,True,2,12781,8,1
13037,True,2,12973,6,1
13033,True,2,13001,5,1
13043,True,2,12979,6,1
13063,True,2,4871,13,1
13093,False,,,,
13049,True,2,13033,4,1
13099,False,,,,
13103,True,2,13099,2,1
13103,True,2,9007,12,1
13109,True,2,13093,4,1
13109,True,2,9013,12,1
13109,True,2,12853,8,1
13121,True,2,12097,10,1
13127,True,2,13063,6,1
13147,False,,,,
13151,True,2,13147,2,1
13163,True,2,9067,12,1
13163,True,2,13147,4,1
13163,True,2,13099,6,1
13163,True,2,13159,2,1
13163,True,2,12907,8,1
13159,True,2,12647,9,1
13159,True,2,13127,5,1
13159,True,2,4967,13,1
13159,True,2,13151,3,1
13171,True,2,13043,7,1
13171,True,2,13163,3,1
13171,True,2,12659,9,1
13177,True,2,13049,7,1
13183,True,2,13151,5,1
13183,True,2,12671,9,1
13217,False,,,,
13187,True,2,12163,10,1
13187,True,2,13171,4,1
13187,True,2,9091,12,1
13187,True,2,13183,2,1
13229,True,2,9133,12,1
13229,True,2,12973,8,1
13219,True,2,11171,11,1
13219,True,2,13217,1,1
13219,True,2,13187,5,1
13241,True,2,13177,6,1
13249,True,2,13217,5,1
13249,True,2,13241,3,1
13249,True,2,13121,7,1
13259,True,2,13003,8,1
13291,True,2,5099,13,1
13291,True,2,11243,11,1
13291,True,2,13259,5,1
13291,True,2,13163,7,1
13267,True,2,13259,3,1
13297,False,,,,
13309,True,2,11261,11,1
13313,True,2,13309,2,1
13313,True,2,13297,4,1
13313,True,2,13249,6,1
13313,True,2,12289,10,1
13331,True,2,13267,6,1
13331,True,2,13327,2,1
13327,True,2,11279,11,1
13337,True,2,9241,12,1
13339,True,2,13331,3,1
13339,True,2,13337,1,1
13339,True,2,5147,13,1
13397,True,2,13381,4,1
13397,True,2,12373,10,1
13399,True,2,11351,11,1
13399,True,2,13397,1,1
13399,True,2,13367,5,1
13367,True,2,12343,10,1
13381,True,2,5189,13,1
13417,True,2,11369,11,1
13411,True,2,12899,9,1
13421,True,2,13417,2,1
13441,True,2,11393,11,1
13441,True,2,13313,7,1
13451,False,,,,
13457,True,2,13441,4,1
13457,True,2,12433,10,1
13463,True,2,13399,6,1
13469,False,,,,
13477,True,2,13469,3,1
13487,True,2,9391,12,1
13499,True,2,9403,12,1
13523,True,2,13267,8,1
13537,True,2,11489,11,1
13513,True,2,13001,9,1
13553,True,2,13537,4,1
13553,True,2,13297,8,1
13567,True,2,11519,11,1
13577,True,2,12553,10,1
13577,True,2,13513,6,1
13597,True,2,13469,7,1
13597,True,2,11549,11,1
13591,True,2,5399,13,1
13591,True,2,13463,7,1
13613,True,2,13597,4,1
13613,True,2,12589,10,1
13619,False,,,,
13627,True,2,11579,11,1
13627,True,2,13499,7,1
13627,True,2,13619,3,1
13649,True,2,13633,4,1
13669,True,2,5477,13,1
13669,True,2,11621,11,1
13633,True,2,13121,9,1
13633,True,2,5441,13,1
13681,True,2,13679,1,1
13681,True,2,13649,5,1
13681,True,2,13553,7,1
13681,True,2,11633,11,1
13679,False,,,,
13687,True,2,13679,3,1
13691,True,2,13627,6,1
13691,True,2,13687,2,1
13693,True,2,5501,13,1
13693,True,2,13691,1,1
13697,True,2,13633,6,1
13697,True,2,9601,12,1
13697,True,2,13441,8,1
13697,True,2,13693,2,1
13697,True,2,13681,4,1
13711,True,2,13709,1,1
13711,True,2,13679,5,1
13711,True,2,5519,13,1
13709,True,2,9613,12,1
13709,True,2,13693,4,1
13721,True,2,12697,10,1
13729,True,2,13217,9,1
13729,True,2,13721,3,1
13729,True,2,11681,11,1
13729,True,2,13697,5,1
13751,True,2,13687,6,1
13723,True,2,13691,5,1
13723,True,2,13721,1,1
13723,True,2,5531,13,1
13757,True,2,13693,6,1
13757,True,2,9661,12,1
13763,True,2,12739,10,1
13763,True,2,13759,2,1
13789,True,2,13781,3,1
13789,True,2,13757,5,1
13759,True,2,13757,1,1
13759,True,2,13751,3,1
13781,True,2,12757,10,1
13799,False,,,,
13807,True,2,13679,7,1
13807,True,2,13799,3,1
13829,True,2,9733,12,1
